date,location,latitude,longitude,cases,deaths,recovered
2023-01-30,San Francisco,37.7749,-122.4194,104,7,65
2023-01-30,Seattle,47.6062,-122.3321,90,7,41
2023-01-30,Boston,42.3601,-71.0589,92,8,78
2023-01-30,Atlanta,33.749,-84.388,195,12,140
2023-01-30,Denver,39.7392,-104.9903,115,4,75
2023-01-31,New York,40.7128,-74.006,193,8,83
2023-01-31,Los Angeles,34.0522,-118.2437,179,14,91
2023-01-31,Chicago,41.8781,-87.6298,184,11,111
2023-01-31,Houston,29.7604,-95.3698,115,4,73
2023-01-31,Miami,25.7617,-80.1918,171,5,99
2023-01-31,San Francisco,37.7749,-122.4194,154,14,134
2023-01-31,Seattle,47.6062,-122.3321,71,4,46
2023-01-31,Boston,42.3601,-71.0589,109,2,86
2023-01-31,Atlanta,33.749,-84.388,165,2,121
2023-01-31,Denver,39.7392,-104.9903,144,8,85
2023-02-01,New York,40.7128,-74.006,141,9,74
2023-02-01,Los Angeles,34.0522,-118.2437,194,9,105
2023-02-01,Chicago,41.8781,-87.6298,76,3,39
2023-02-01,Houston,29.7604,-95.3698,172,13,87
2023-02-01,Miami,25.7617,-80.1918,104,3,54
2023-02-01,San Francisco,37.7749,-122.4194,49,2,40
2023-02-01,Seattle,47.6062,-122.3321,167,7,123
2023-02-01,Boston,42.3601,-71.0589,90,6,52
2023-02-01,Atlanta,33.749,-84.388,196,19,128
2023-02-01,Denver,39.7392,-104.9903,169,4,124
2023-02-02,New York,40.7128,-74.006,161,12,117
2023-02-02,Los Angeles,34.0522,-118.2437,157,12,127
2023-02-02,Chicago,41.8781,-87.6298,186,9,174
2023-02-02,Houston,29.7604,-95.3698,174,15,93
2023-02-02,Miami,25.7617,-80.1918,65,1,57
2023-02-02,San Francisco,37.7749,-122.4194,197,0,143
2023-02-02,Seattle,47.6062,-122.3321,109,9,66
2023-02-02,Boston,42.3601,-71.0589,198,7,81
2023-02-02,Atlanta,33.749,-84.388,48,0,28
2023-02-02,Denver,39.7392,-104.9903,140,0,64
2023-02-03,New York,40.7128,-74.006,193,8,86
2023-02-03,Los Angeles,34.0522,-118.2437,73,1,35
2023-02-03,Chicago,41.8781,-87.6298,111,1,63
2023-02-03,Houston,29.7604,-95.3698,61,4,44
2023-02-03,Miami,25.7617,-80.1918,171,16,144
2023-02-03,San Francisco,37.7749,-122.4194,155,15,127
2023-02-03,Seattle,47.6062,-122.3321,106,4,59
2023-02-03,Boston,42.3601,-71.0589,60,1,26
2023-02-03,Atlanta,33.749,-84.388,100,6,68
2023-02-03,Denver,39.7392,-104.9903,124,3,100
2023-02-04,New York,40.7128,-74.006,51,2,35
2023-02-04,Los Angeles,34.0522,-118.2437,80,2,35
2023-02-04,Chicago,41.8781,-87.6298,37,1,31
2023-02-04,Houston,29.7604,-95.3698,128,10,52
2023-02-04,Miami,25.7617,-80.1918,123,12,58
2023-02-04,San Francisco,37.7749,-122.4194,71,7,31
2023-02-04,Seattle,47.6062,-122.3321,67,1,55
2023-02-04,Boston,42.3601,-71.0589,108,10,50
2023-02-04,Atlanta,33.749,-84.388,120,1,48
2023-02-04,Denver,39.7392,-104.9903,75,2,37
2023-02-05,New York,40.7128,-74.006,85,6,45
2023-02-05,Los Angeles,34.0522,-118.2437,105,6,59
2023-02-05,Chicago,41.8781,-87.6298,73,0,73
2023-02-05,Houston,29.7604,-95.3698,156,14,105
2023-02-05,Miami,25.7617,-80.1918,192,6,92
2023-02-05,San Francisco,37.7749,-122.4194,119,10,102
2023-02-05,Seattle,47.6062,-122.3321,136,13,67
2023-02-05,Boston,42.3601,-71.0589,193,4,121
2023-02-05,Atlanta,33.749,-84.388,99,0,64
2023-02-05,Denver,39.7392,-104.9903,64,1,32
2023-02-06,New York,40.7128,-74.006,75,2,60
2023-02-06,Los Angeles,34.0522,-118.2437,199,5,155
2023-02-06,Chicago,41.8781,-87.6298,80,2,37
2023-02-06,Houston,29.7604,-95.3698,103,0,70
2023-02-06,Miami,25.7617,-80.1918,98,2,59
2023-02-06,San Francisco,37.7749,-122.4194,51,2,44
2023-02-06,Seattle,47.6062,-122.3321,105,4,58
2023-02-06,Boston,42.3601,-71.0589,30,3,27
2023-02-06,Atlanta,33.749,-84.388,140,4,109
2023-02-06,Denver,39.7392,-104.9903,101,10,70
2023-02-07,New York,40.7128,-74.006,99,3,95
2023-02-07,Los Angeles,34.0522,-118.2437,51,1,24
2023-02-07,Chicago,41.8781,-87.6298,30,0,27
2023-02-07,Houston,29.7604,-95.3698,74,1,47
2023-02-07,Miami,25.7617,-80.1918,62,1,48
2023-02-07,San Francisco,37.7749,-122.4194,125,7,53
2023-02-07,Seattle,47.6062,-122.3321,43,1,41
2023-02-07,Boston,42.3601,-71.0589,181,6,107
2023-02-07,Atlanta,33.749,-84.388,150,8,132
2023-02-07,Denver,39.7392,-104.9903,190,19,143
2023-02-08,New York,40.7128,-74.006,135,2,116
2023-02-08,Los Angeles,34.0522,-118.2437,196,1,91
2023-02-08,Chicago,41.8781,-87.6298,152,5,62
2023-02-08,Houston,29.7604,-95.3698,128,6,70
2023-02-08,Miami,25.7617,-80.1918,54,2,26
2023-02-08,San Francisco,37.7749,-122.4194,32,2,13
2023-02-08,Seattle,47.6062,-122.3321,187,16,167
2023-02-08,Boston,42.3601,-71.0589,171,9,114
2023-02-08,Atlanta,33.749,-84.388,142,13,115
2023-02-08,Denver,39.7392,-104.9903,124,11,69
2023-02-09,New York,40.7128,-74.006,48,2,23
2023-02-09,Los Angeles,34.0522,-118.2437,173,8,112
2023-02-09,Chicago,41.8781,-87.6298,58,2,31
2023-02-09,Houston,29.7604,-95.3698,38,0,22
2023-02-09,Miami,25.7617,-80.1918,158,5,95
2023-02-09,San Francisco,37.7749,-122.4194,155,7,148
2023-02-09,Seattle,47.6062,-122.3321,77,6,36
2023-02-09,Boston,42.3601,-71.0589,100,4,84
2023-02-09,Atlanta,33.749,-84.388,153,0,151
2023-02-09,Denver,39.7392,-104.9903,173,13,154
2023-02-10,New York,40.7128,-74.006,194,6,109
2023-02-10,Los Angeles,34.0522,-118.2437,43,3,20
2023-02-10,Chicago,41.8781,-87.6298,31,2,22
2023-02-10,Houston,29.7604,-95.3698,103,4,49
2023-02-10,Miami,25.7617,-80.1918,130,2,72
2023-02-10,San Francisco,37.7749,-122.4194,142,7,62
2023-02-10,Seattle,47.6062,-122.3321,196,11,117
2023-02-10,Boston,42.3601,-71.0589,63,0,28
2023-02-10,Atlanta,33.749,-84.388,57,3,42
2023-02-10,Denver,39.7392,-104.9903,193,17,143
2023-02-11,New York,40.7128,-74.006,179,1,140
2023-02-11,Los Angeles,34.0522,-118.2437,109,5,80
2023-02-11,Chicago,41.8781,-87.6298,187,11,78
2023-02-11,Houston,29.7604,-95.3698,142,14,85
2023-02-11,Miami,25.7617,-80.1918,195,16,124
2023-02-11,San Francisco,37.7749,-122.4194,171,0,75
2023-02-11,Seattle,47.6062,-122.3321,78,1,33
2023-02-11,Boston,42.3601,-71.0589,109,10,84
2023-02-11,Atlanta,33.749,-84.388,195,11,164
2023-02-11,Denver,39.7392,-104.9903,122,8,71
2023-02-12,New York,40.7128,-74.006,90,9,39
2023-02-12,Los Angeles,34.0522,-118.2437,114,3,46
2023-02-12,Chicago,41.8781,-87.6298,51,0,22
2023-02-12,Houston,29.7604,-95.3698,197,2,157
2023-02-12,Miami,25.7617,-80.1918,59,3,56
2023-02-12,San Francisco,37.7749,-122.4194,99,4,91
2023-02-12,Seattle,47.6062,-122.3321,137,10,76
2023-02-12,Boston,42.3601,-71.0589,198,6,110
2023-02-12,Atlanta,33.749,-84.388,161,3,115
2023-02-12,Denver,39.7392,-104.9903,175,2,171
2023-02-13,New York,40.7128,-74.006,150,12,84
2023-02-13,Los Angeles,34.0522,-118.2437,69,4,64
2023-02-13,Chicago,41.8781,-87.6298,191,3,117
2023-02-13,Houston,29.7604,-95.3698,148,0,62
2023-02-13,Miami,25.7617,-80.1918,121,9,62
2023-02-13,San Francisco,37.7749,-122.4194,147,9,78
2023-02-13,Seattle,47.6062,-122.3321,137,10,55
2023-02-13,Boston,42.3601,-71.0589,151,11,130
2023-02-13,Atlanta,33.749,-84.388,182,11,123
2023-02-13,Denver,39.7392,-104.9903,47,2,27
2023-02-14,New York,40.7128,-74.006,60,6,44
2023-02-14,Los Angeles,34.0522,-118.2437,73,3,60
2023-02-14,Chicago,41.8781,-87.6298,188,18,103
2023-02-14,Houston,29.7604,-95.3698,77,4,36
2023-02-14,Miami,25.7617,-80.1918,199,4,150
2023-02-14,San Francisco,37.7749,-122.4194,119,5,96
2023-02-14,Seattle,47.6062,-122.3321,30,2,22
2023-02-14,Boston,42.3601,-71.0589,51,0,21
2023-02-14,Atlanta,33.749,-84.388,71,1,39
2023-02-14,Denver,39.7392,-104.9903,41,3,24
2023-02-15,New York,40.7128,-74.006,175,10,105
2023-02-15,Los Angeles,34.0522,-118.2437,112,6,50
2023-02-15,Chicago,41.8781,-87.6298,40,2,19
2023-02-15,Houston,29.7604,-95.3698,66,0,61
2023-02-15,Miami,25.7617,-80.1918,105,5,94
2023-02-15,San Francisco,37.7749,-122.4194,46,2,19
2023-02-15,Seattle,47.6062,-122.3321,106,0,52
2023-02-15,Boston,42.3601,-71.0589,33,1,19
2023-02-15,Atlanta,33.749,-84.388,113,4,56
2023-02-15,Denver,39.7392,-104.9903,65,6,54
2023-02-16,New York,40.7128,-74.006,59,4,47
2023-02-16,Los Angeles,34.0522,-118.2437,121,2,65
2023-02-16,Chicago,41.8781,-87.6298,99,6,46
2023-02-16,Houston,29.7604,-95.3698,152,4,60
2023-02-16,Miami,25.7617,-80.1918,33,3,19
2023-02-16,San Francisco,37.7749,-122.4194,60,1,55
2023-02-16,Seattle,47.6062,-122.3321,39,1,33
2023-02-16,Boston,42.3601,-71.0589,121,4,85
2023-02-16,Atlanta,33.749,-84.388,177,2,89
2023-02-16,Denver,39.7392,-104.9903,104,9,48
2023-02-17,New York,40.7128,-74.006,38,2,34
2023-02-17,Los Angeles,34.0522,-118.2437,37,2,31
2023-02-17,Chicago,41.8781,-87.6298,172,8,72
2023-02-17,Houston,29.7604,-95.3698,32,0,15
2023-02-17,Miami,25.7617,-80.1918,90,1,48
2023-02-17,San Francisco,37.7749,-122.4194,134,10,114
2023-02-17,Seattle,47.6062,-122.3321,85,1,62
2023-02-17,Boston,42.3601,-71.0589,32,2,18
2023-02-17,Atlanta,33.749,-84.388,93,1,76
2023-02-17,Denver,39.7392,-104.9903,131,4,94
2023-02-18,New York,40.7128,-74.006,80,7,37
2023-02-18,Los Angeles,34.0522,-118.2437,108,10,66
2023-02-18,Chicago,41.8781,-87.6298,102,0,46
2023-02-18,Houston,29.7604,-95.3698,187,13,102
2023-02-18,Miami,25.7617,-80.1918,122,3,111
2023-02-18,San Francisco,37.7749,-122.4194,61,0,51
2023-02-18,Seattle,47.6062,-122.3321,81,5,59
2023-02-18,Boston,42.3601,-71.0589,156,1,146
2023-02-18,Atlanta,33.749,-84.388,138,13,123
